Country,Year,Date,Holiday_Name,Local_Name,Type,Description
US,2029,2029-05-04,Kentucky Oaks,,Sporting event,The Kentucky Oaks is a rade 1 Stakes horse race held annually on the Friday before the Kentucky Derby in May.
US,2029,2029-05-05,Cinco de Mayo,,Observance,"'Cinco de Mayo' means ""Fifth of May"" in Spanish and is a festival of Mexican pride and heritage."
US,2029,2029-05-05,Kentucky Derby,,Sporting event,"Kentucky Derby is a Grade I Stakes horse race held annually in Louisville, Kentucky in May."
US,2029,2029-05-05,National Explosive Ordnance Disposal (EOD) Day,,Observance,National Explosive Ordnance Disposal (EOD) Day is an occasion to remember those serving the profession of explosive ordnance disposal in the United States Armed Forces.
US,2029,2029-05-05,World Portuguese Language Day,,United Nations observance,World Portuguese Language Day is a United Nations observance in the USA
US,2029,2029-05-06,International Family Equality Day,,Worldwide observance,International Family Equality Day is a worldwide observance in the USA
US,2029,2029-05-06,National Nurses Day,,Observance,National Nurses Day is an occasion to honor the work of nurses.
US,2029,2029-05-08,National Teacher Appreciation Day,,Observance,National Teacher Appreciation Day is a observance in the USA
US,2029,2029-05-08,Time of Remembrance and Reconciliation for Those Who Lost Their Lives during the Second World War,,United Nations observance,"The United Nations’ (UN) Time of Remembrance and Reconciliation for Those Who Lost Their Lives during the Second World War is annually held over two days, from May 8-9."
US,2029,2029-05-08,Victory in Europe Day,,Observance,Victory in Europe Day is a observance in the USA
US,2029,2029-05-08,World Ovarian Cancer Day,,Worldwide observance,World Ovarian Cancer Day aims to spread global awareness about ovarian cancer.
US,2029,2029-05-08,World Red Cross and Red Crescent Day,,Worldwide observance,World Red Cross and Red Crescent Day is a worldwide observance in the USA
US,2029,2029-05-10,Ascension Day,,Christian,Ascension Day is the 40th day of Easter and commemorates the ascension of Jesus Christ into heaven.
US,2029,2029-05-10,International Day of Argania,,United Nations observance,International Day of Argania is a United Nations observance in the USA
US,2029,2029-05-11,Military Spouse Appreciation Day,,Observance,Appreciate and thank all the military spouses and partners you know on Military Spouse Appreciation Day.
US,2029,2029-05-12,International Nurses Day,,Worldwide observance,International Nurses Day focuses on the critical contribution of nurses around the world in maintaining public health.
US,2029,2029-05-12,World Migratory Bird Day,,United Nations observance,World Migratory Bird Day is observed the second weekend of May every year.
US,2029,2029-05-13,Mother's Day,,Observance,Mother's Day celebrates the role of mothers and mother figures.
US,2029,2029-05-15,International Day of Families,,United Nations observance,"The International Day of Families is an occasion to celebrate the importance of families to people, societies and cultures around the world."
US,2029,2029-05-15,Muharram,,Muslim,"The first day of Muharram, which is the first month in the Islamic calendar, marks the start of the Islamic New Year."
US,2029,2029-05-15,Peace Officers Memorial Day,,Observance,"Peace Officers Memorial Day is held annually in the United States on May 15 in honor of federal, state and local officers killed or disabled in the line of duty."
US,2029,2029-05-16,International Day of Light,,United Nations observance,International Day of Light is a United Nations observance in the USA
US,2029,2029-05-16,International Day of Living Together in Peace,,United Nations observance,International Day of Living Together in Peace is a United Nations observance in the USA
US,2029,2029-05-17,World Telecommunication and Information Society Day,,United Nations observance,World Information Society Day is celebrated each year to raise awareness of how information and communication can be beneficial for societies and economies.
US,2029,2029-05-18,National Defense Transportation Day,,Observance,National Defense Transportation Day occurs annually in the United States on the third Friday of May.
US,2029,2029-05-19,Armed Forces Day,,Observance,Armed Forces Day is a national observance in the United States on the third Saturday of May each year.
US,2029,2029-05-19,Preakness Stakes,,Sporting event,The Preakness Stakes is the second event in the Triple Crown and is annually held two weeks after the Kentucky Derby.
US,2029,2029-05-20,Pentecost,,Christian,"Many Christians in the United States observe Pentecost, also known as Whitsunday or Whit Sunday."
US,2029,2029-05-20,Shavuot,,Hebrew,"Shavuot, also known as the Festival of Weeks, is one of three major Jewish festivals."
US,2029,2029-05-20,World Autoimmune / Autoinflammatory Arthritis Day,,Worldwide observance,World Autoimmune / Autoinflammatory Arthritis Day is a worldwide observance in the USA
US,2029,2029-05-20,World Bee Day,,United Nations observance,World Bee Day is a United Nations observance in the USA
US,2029,2029-05-21,International Tea Day,,United Nations observance,International Tea Day is a United Nations observance in the USA
US,2029,2029-05-21,Whit Monday,,Christian,"Many Christians in the United States will observe Whit Monday, or Pentecost Monday. It is the day after Pentecost, which is also known as Whit Sunday or Whitsunday."
US,2029,2029-05-21,World Day for Cultural Diversity for Dialogue and Development,,United Nations observance,"The World Day for Cultural Diversity for Dialogue and Development, held on May 21, is an occasion for people to deepen their understanding of cultural diversity."
US,2029,2029-05-22,International Day for Biological Diversity,,United Nations observance,The International Day for Biological Diversity is an occasion to increase the global understanding and awareness of issues and challenges around biodiversity.
US,2029,2029-05-22,National Maritime Day,,Observance,"National Maritime Day is annually observed in the United States on May 22. It is a time to observe its maritime heritage, to honor those who served as merchant mariners, and to recognize the benefits of the maritime industry."
US,2029,2029-05-23,Emergency Medical Services for Children Day,,Observance,"Emergency Medical Services for Children (EMSC) Day is observed on the Wednesday of Emergency Medical Services (EMS) Week, May 19–25, in the United States."
US,2029,2029-05-23,International Day to End Obstetric Fistula,,United Nations observance,The International Day to End Obstetric Fistula raises awareness of fistula and calls for support to tackle the problem.
US,2029,2029-05-24,Ashura,,Muslim,Ashura is a Muslim in the USA
US,2029,2029-05-25,African Liberation Day,,Worldwide observance,African Liberation Day celebrates African nations' hard-fought freedom from European colonial powers.
US,2029,2029-05-25,National Missing Children's Day,,Observance,National Missing Children's Day is an observation dedicated to addressing the problem of child abduction.
US,2029,2029-05-27,Trinity Sunday,,Christian,Trinity Sunday is the first Sunday after Pentecost and is celebrated by many Christians in the United States.
US,2029,2029-05-28,Memorial Day,,National holiday,Memorial Day commemorates all Americans who have died in military service for the United States.
US,2029,2029-05-29,International Day of United Nations Peacekeepers,,United Nations observance,The International Day of United Nations Peacekeepers is an occasion to pay tribute to people who served in United Nations (UN) peacekeeping operations.
US,2029,2029-05-31,Corpus Christi,,Christian,Corpus Christi is observed in honor of the Holy Eucharist.
US,2029,2029-05-31,World No Tobacco Day,,United Nations observance,World No Tobacco Day draws attention to the health problems caused by tobacco use.
US,2029,2029-06-01,First Day of Caribbean-American Heritage Month,,Observance,First Day of Caribbean-American Heritage Month is a annual monthly observance in the USA
